id,S_id,S_name,S_cui_entrezid,S_semtypes,P_name,O_id,O_name,O_cui_entrezid,O_semtypes
D10706123.P15,D10706123.E94,Cultured Cell Line,,cell,LOCATION_OF,D10706123.E91,FHIT gene,,aapp
D10706123.P16,D10706123.E93,Chromosomes,,celc,LOCATION_OF,D10706123.E91,FHIT gene,,aapp
D10706123.P17,D10706123.E89,Fluorescent in Situ Hybridization,,mbrt,USES,D10706123.E90,Probes,,medd
D10706123.P18,D10706123.E89,Fluorescent in Situ Hybridization,,mbrt,DIAGNOSES,D10706123.E86,Chromosomal translocation,,comd
D10706550.P1,D10706550.E8,PNP gene,,gngm,PART_OF,D10706550.E7,Escherichia coli,,bact
D10706550.P2,D10706550.E2,Liver carcinoma,,neop,PROCESS_OF,D10706550.E5,"Mice, Nude",,mamm
D10706550.P3,D10706550.E19,Genes,,aapp,TREATS,D10706550.E23,Liver carcinoma,,neop
D10706550.P4,D10706550.E25,Purine-Nucleoside Phosphorylase,,aapp,PART_OF,D10706550.E24,Escherichia coli,,bact
D10706550.P5,D10706550.E38,human cell line,,cell,LOCATION_OF,D10706550.E36,,,aapp
D10706550.P6,D10706550.E38,human cell line,,cell,LOCATION_OF,D10706550.E40,herpes simplex thymidine kinase,,aapp
D10706550.P7,D10706550.E36,,,gngm,compared_with,D10706550.E40,herpes simplex thymidine kinase,,aapp
D10706550.P8,D10706550.E57,Therapeutic procedure,,topp,USES,D10706550.E56,fludarabine,,phsu
D10706550.P9,D10706550.E66,Cells,,cell,LOCATION_OF,D10706550.E65,Toxic effect,,inpo
D10706550.P10,D10706550.E62,Cells,,cell,PRODUCES,D10706550.E63,,,aapp
D10706550.P11,D10706550.E66,Cells,,cell,PRODUCES,D10706550.E67,enhanced green fluorescent protein,,aapp
D10706550.P12,D10706550.E68,,,gngm,DISRUPTS,D10706550.E72,Cells,,cell
D10706550.P13,D10706550.E75,Therapeutic procedure,,topp,USES,D10706550.E74,Ganciclovir,,phsu
D10706550.P14,D10706550.E88,"Non-human parturition, function",,orgf,PROCESS_OF,D10706550.E87,Adenoviruses,,virs
D10706550.P15,D10706550.E93,Neoplasms,,neop,PROCESS_OF,D10706550.E95,"Mice, Nude",,mamm
D10706550.P16,D10706550.E89,,,aapp,TREATS,D10706550.E99,Neoplasms,,neop
D10706550.P17,D10706550.E103,fludarabine,,phsu,TREATS,D10706550.E106,Liver carcinoma,,neop
D10713700.P1,D10713700.E3,"MET protein, human",,aapp,ISA,D10713700.E2,Proto-Oncogene Protein c-met,,aapp
D10713700.P2,D10713700.E12,Neurotrophic Tyrosine Kinase Receptor Type 1,,aapp,PART_OF,D10713700.E11,integral to membrane,,celc
D10713700.P3,D10713700.E8,Hepatocyte Growth Factor,,aapp,STIMULATES,D10713700.E12,Neurotrophic Tyrosine Kinase Receptor Type 1,,gngm
D10713700.P4,D10713700.E25,Transfection,,mbrt,USES,D10713700.E32,Electrophoretic Mobility Shift Assay,,lbpr
D10713700.P5,D10713700.E50,TRANSCRIPTION FACTOR,,aapp,INTERACTS_WITH,D10713700.E51,Carbon,,elii
D10713700.P6,D10713700.E62,Hepatocyte Growth Factor,,aapp,AUGMENTS,D10713700.E61,Cells,,cell
D10713700.P7,D10713700.E77,"MET protein, human",,aapp,AUGMENTS,D10713700.E82,hepatocyte growth factor receptor activity,,moft
D10713700.P8,D10713700.E87,Curcumin,,orch,INHIBITS,D10713700.E84,"MET protein, human",,gngm
D10713700.P9,D10713700.E93,Hepatocyte Growth Factor,,aapp,STIMULATES,D10713700.E92,MET gene,,gngm
D10717233.P1,D10717233.E10,Carcinogens,,hops,INTERACTS_WITH,D10717233.E6,Enzymes,,enzy
D10717233.P2,D10717233.E9,Oxidants,,chvf,INTERACTS_WITH,D10717233.E6,Enzymes,,enzy
D10717233.P3,D10717233.E5,Glutathione S-Transferase,,aapp,PREDISPOSES,D10717233.E13,Malignant Neoplasms,,neop
D10717233.P4,D10717233.E20,Malignant Neoplasms,,neop,PROCESS_OF,D10717233.E21,World,,humn
D10717233.P5,D10717233.E25,DNA Methylation,,moft,AFFECTS,D10717233.E26,GSTP1 gene,,gngm
D10717233.P6,D10717233.E34,Tissue specimen,,tisu,PART_OF,D10717233.E33,Liver carcinoma,,neop
D10717233.P7,D10717233.E34,Tissue specimen,,tisu,PRODUCES,D10717233.E36,GSTP1 gene,,aapp
D10717233.P8,D10717233.E41,CpG Islands,,bacs,COEXISTS_WITH,D10717233.E44,DNA,,bacs
D10717233.P9,D10717233.E50,hepatoma cell,,cell,PRODUCES,D10717233.E51,GSTP1 gene,,aapp
D10717233.P10,D10717233.E50,hepatoma cell,,cell,PRODUCES,D10717233.E54,Polypeptides,,aapp
D10717233.P11,D10717233.E81,GSTP1 gene,,gngm,PART_OF,D10717233.E80,Diploid Cell,,cell
D10717233.P12,D10717233.E82,CpG Islands,,bacs,COEXISTS_WITH,D10717233.E85,DNA,,bacs
D10717233.P13,D10717233.E89,Sequence Analysis,,lbpr,USES,D10717233.E88,Genome,,aapp
D10717233.P14,D10717233.E97,"Promoter, Genetic",,bacs,COEXISTS_WITH,D10717233.E99,DNA,,bacs
D10717233.P15,D10717233.E107,Liver carcinoma,,neop,PROCESS_OF,D10717233.E106,Homo sapiens,,humn
D10717233.P16,D10717233.E102,CpG Islands,,bacs,ASSOCIATED_WITH,D10717233.E107,Liver carcinoma,,neop
D10717233.P17,D10717233.E113,CpG Islands,,bacs,PREDISPOSES,D10717233.E115,Pathogenesis,,patf
D10719723.P1,D10719723.E14,NME1 gene,,gngm,ASSOCIATED_WITH,D10719723.E17,Colorectal Cancer,,neop
D10719723.P2,D10719723.E30,NME1 gene,,gngm,PREDISPOSES,D10719723.E29,Secondary malignant neoplasm of liver,,neop
D10719723.P3,D10719723.E24,Short Tandem Repeat,,bacs,PREDISPOSES,D10719723.E29,Secondary malignant neoplasm of liver,,neop
D10719723.P4,D10719723.E37,Paraffin Embedded Tissue,,tisu,LOCATION_OF,D10719723.E38,Calcibiotic Root Canal Sealer,,inch
D10719723.P5,D10719723.E39,Patients,,humn,LOCATION_OF,D10719723.E38,Calcibiotic Root Canal Sealer,,inch
D10719723.P6,D10719723.E43,Locus,,gngm,PREDISPOSES,D10719723.E46,Secondary malignant neoplasm of liver,,neop
D10719723.P7,D10719723.E55,Microsatellite Instability,,patf,PREDISPOSES,D10719723.E58,Secondary malignant neoplasm of liver,,neop
D10719723.P8,D10719723.E58,Secondary malignant neoplasm of liver,,neop,COEXISTS_WITH,D10719723.E59,Neoplasms,,neop
D10719723.P9,D10719723.E63,Liver,,bpoc,LOCATION_OF,D10719723.E64,Secondary Lesion,,fndg
D10728685.P1,D10728685.E6,Mixed Function Oxygenases,,aapp,INTERACTS_WITH,D10728685.E10,Epidermal Growth Factor,,aapp
D10728685.P2,D10728685.E10,Epidermal Growth Factor,,aapp,COEXISTS_WITH,D10728685.E13,Proteins,,gngm
D10728685.P3,D10728685.E18,Liver carcinoma,,neop,PROCESS_OF,D10728685.E17,Homo sapiens,,humn
D10728685.P4,D10728685.E15,ASPH gene,,gngm,PART_OF,D10728685.E19,Cholangiocarcinoma,,neop
D10728685.P5,D10728685.E15,ASPH gene,,gngm,PART_OF,D10728685.E18,Liver carcinoma,,neop
D10728685.P6,D10728685.E30,Disease,,dsyn,PROCESS_OF,D10728685.E29,Homo sapiens,,humn
D10728685.P7,D10728685.E58,Neoplasms,,neop,PROCESS_OF,D10728685.E60,"Mice, Nude",,mamm
D10728685.P8,D10728685.E50,Anaplastic Oligodendroglioma,,neop,PROCESS_OF,D10728685.E60,"Mice, Nude",,mamm
D10728685.P9,D10728685.E66,Disease,,dsyn,PROCESS_OF,D10728685.E65,Homo sapiens,,humn
D10728685.P10,D10728685.E61,ASPH gene,,gngm,ASSOCIATED_WITH,D10728685.E66,Disease,,dsyn
D10728685.P11,D10728685.E75,Enzymes,,orch,TREATS,D10728685.E77,metaplastic cell transformation,,patf
D10728685.P12,D10728685.E70,ASPH gene,,gngm,PART_OF,D10728685.E71,NIH 3T3 Cells,,cell
D10728685.P13,D10728685.E79,ASPH gene,,gngm,ASSOCIATED_WITH,D10728685.E80,metaplastic cell transformation,,patf
